             1             1             1             1
      0.863225       1.29955       1.14588      0.763119
      0.877765       1.49396      0.973636       1.17614
      0.770026       1.69721      0.702305       1.03794
      0.977873       2.01523      0.262789       1.51774
       1.07928       1.22281      0.373607       2.32167
       1.43526       1.85007      0.209977      0.829374
      0.863967       2.26192       0.65943      0.228785
      0.870541       2.10354      0.103872      0.473545
      0.947182       2.36449      0.792223             0
       1.41443       1.48549      0.727612      0.836447
       1.34863       2.10575       1.20613             0
       1.30844       2.09551      0.602359             0
       1.33492       1.67599      0.204987       1.00866
       1.29628       1.04963      0.276011       1.62294
       1.19405        0.8371      0.260163        1.2919
       1.07704      0.807951      0.861659       1.15713
       1.21622       1.15669      0.493856       0.24653
       1.26837       1.45905       1.23505      0.510939
       1.54613       1.11174       1.34234      0.928907
       1.24597      0.932639       2.30448             0
        1.4317      0.989335       2.20967      0.104178
       1.59918       1.10236       2.02925      0.588765
       1.30017       1.95543       1.08141      0.207188
       1.46308       2.40369        0.8888      0.112034
       1.28687       1.81752      0.157236      0.669127
       1.13872       1.00382      0.418556      0.850419
       1.17301      0.758752        1.3007       1.05368
       1.34554      0.741067      0.643126        1.1575
        1.1249      0.747983             0        1.2887
       1.25928       2.02956      0.105898      0.875571
       1.25689       1.88177       1.41812       1.08635
      0.942977      0.891761       2.09055        1.5495
      0.900765      0.366536       2.33112       1.64544
       1.66118      0.159906       1.33086        1.4479
       2.16936      0.993271      0.834101       1.33302
       2.18552      0.421492      0.268083        2.3064
       1.92546       1.38426      0.459889       1.65174
       1.56961      0.903146       1.04063      0.645104
       0.94035      0.613963        2.0686        1.3338
       1.14794       0.53454       2.79084       1.34469
       1.46423      0.691325       3.39866      0.930576
       1.31175       0.30237       3.04809       1.37652
       1.52887      0.539004       2.80945      0.780748
       1.27644      0.186489        3.2078       1.87794
       1.82183      0.390999       1.46162       1.56519
       2.25337      0.713914       1.13584       1.26632
       2.57701      0.918986        1.9998       1.29027
       2.52489       1.16456       1.37936       1.55105
       2.10301       1.67324       2.05266       1.43818
       2.15977         1.098      0.914936        1.8135
       2.15342       1.47574      0.631064      0.564458
       2.46346        1.3669      0.624203       1.00146
        2.7257      0.705375      0.894921       1.54469
       2.45884       1.28944       1.05237      0.819101
        2.5528        1.3462      0.919954       1.30818
       2.55128      0.581984       1.98201       1.41846
       2.70086      0.339368       1.97316       1.87196
       2.67539      0.708857       2.00644       1.75881
        2.2945       1.47358       1.07163       2.49808
        2.3517      0.879695       1.29782       2.56239
       2.73162       1.06197      0.238856       1.56655
        2.5601       1.15742      0.494671       1.42683
       2.40339       1.20926      0.087972       1.48672
       2.42477       1.34417     0.0673017       1.58314
       2.04775       1.43958      0.100638       1.29551
       1.39113       2.00684      0.437896      0.572692
       1.78063       1.51681      0.282623       1.41308
       1.94466       1.96859      0.156368      0.756476
       2.15223       1.62649    0.00161779      0.448661
       2.16512        1.0272      0.741544      0.765393
       2.23957       1.28494       0.67155      0.511217
       2.22365      0.585259      0.968726      0.750649
       2.24609      0.420605      0.196353       1.20848
       2.25603       1.20971      0.888379      0.339031
       2.51638      0.495568        1.2615       1.16445
       2.29723      0.760415      0.776344      0.942957
       2.45035       1.35369        1.0962      0.904738
       2.39277       1.11952        1.3137      0.773838
       2.02421       1.57517       1.75736      0.595664
       2.41424       1.36005       1.14365       1.29585
       2.40377       1.25899      0.472551       1.29514
       2.51559         1.129             0       1.47371
       2.47188      0.609462       0.47675       2.16646
       2.51177      0.749565      0.467722       1.60116
       2.65885       0.82498      0.411972      0.824706
       2.46051      0.743416      0.403593      0.586813
       2.90115      0.262122      0.809948      0.447675
       2.64116      0.324486       1.47304      0.118177
       2.81285      0.179071      0.243202      0.153586
       2.75213     0.0874042      0.315766     0.0222861
       2.56089      0.112571     0.0749085      0.400449
        2.3907     0.0624067      0.171694      0.538316
        2.3071      0.208857      0.945115      0.138977
       2.38073     0.0593552      0.790049     0.0155776
       2.49479      0.064752      0.929566             0
       2.57909             0        1.7173      0.544583
       2.89114             0       1.05965      0.905666
       3.19236      0.376879       1.34381        1.3357
       3.51179       0.79315       1.20716       1.04729
       3.31398      0.393637        1.0956      0.839464
        3.4793      0.812777      0.363879      0.491018
       3.82551      0.228174      0.594852       1.12535
       3.24334      0.239363     0.0716478       1.35113
       3.26419     0.0610057             0       2.01188
       3.45596             0      0.699374       1.83025
       3.49415       0.30915      0.596015       1.36157
       3.97055      0.866639       1.17377       1.10519
       3.93179      0.376021      0.161946       1.41132
       3.77581      0.705844      0.656735      0.700444
       3.15797         1.263      0.829982      0.016777
       2.89762       1.06612       2.34864             0
       2.88352      0.818025      0.983545      0.738395
       2.67506       1.26259        1.2665      0.172934
       2.62618      0.975386       1.67573      0.624881
       2.12077      0.649505       2.28411       0.99671
       1.47194      0.588495       1.73876      0.884514
       1.55741      0.751861       2.21232      0.876356
       1.62392      0.484233       2.26934      0.919764
       1.39336      0.106105       3.07217      0.389031
       1.30355      0.578805       3.22915      0.717434
       1.35161      0.611789       2.82441      0.166011
       1.22135      0.572498       1.95638      0.566053
       1.40061      0.108977        1.5817       1.23269
       1.60055      0.146831      0.681505       1.39799
       1.26747       0.12882      0.569886       1.89198
      0.975148      0.357482        1.0241       3.01984
      0.754254      0.384252       0.43562        3.3183
       1.02363       0.34023       1.00636       2.48738
      0.769922      0.572033       1.78256       2.22644
      0.537246      0.673714       1.04373       2.04799
      0.197055       1.01298       2.36131       1.51617
      0.334012      0.722835       2.41025       1.49106
      0.183672       0.46295       3.67021       1.73744
             0      0.657578       4.52482       1.36399
      0.619905       1.24683       3.80701       1.22376
      0.639886       1.42234         3.135       1.50278
      0.801016       1.61079        2.4944       1.08193
      0.558024       1.03905       2.89767       1.69055
      0.355653       1.50616       2.58416       2.01763
      0.290448       1.30732       1.66473        2.0741
      0.354506       1.40078       1.40992       2.19231
      0.461563       1.54556       1.04031       1.69012
      0.895482       1.03308       1.01509       2.08158
      0.957251       1.42097      0.731431       1.49235
      0.745011       1.74135       1.04496       1.42948
        0.6586       1.84799      0.888358       1.01887
      0.492603        1.0318      0.693776       2.46446
      0.599249             0      0.458539       3.64443
      0.561794       1.02957      0.235949       1.93821
       0.48019       1.21216      0.503421       1.56235
      0.509086          1.13       1.06519       1.58837
      0.456759       1.44876       1.94601      0.446433
      0.193614       1.56571       2.12396       0.56041
      0.552641       1.50211       1.14638      0.514965
      0.719703       1.81755      0.408148      0.204496
      0.728985       1.73823      0.555885      0.780875
      0.388657       1.72014       1.42516      0.684259
      0.489923       1.32075       2.34449      0.422948
      0.534111      0.429838      0.720386       1.65151
      0.609662       0.24178      0.775614       1.81804
      0.630629      0.162325       0.58395       2.36072
      0.424877      0.350073       1.26863       2.03164
      0.434032      0.133841       1.16222       1.78245
       0.45065      0.613194       1.31808      0.716516
      0.296314      0.129077       1.75424       1.03313
      0.180506     0.0631533       1.73553       1.31538
      0.132521     0.0317983      0.986836      0.885203
     0.0517934      0.181838      0.741371      0.820383
    0.00424154      0.601735      0.797792      0.890384
     0.0268522      0.627275             0       1.13954
     0.0171031      0.878739             0       1.77808
      0.060617      0.626309      0.582787       2.02945
    2.5456e-05      0.052637       1.18465       2.83372
      0.127662      0.385507      0.916268       2.69394
      0.345663       1.22502       1.17007       2.18479
      0.192654      0.390735      0.754603       2.92411
      0.197477       0.43354       1.65792       2.80852
      0.176177      0.209373      0.853581       2.60333
      0.348477      0.402921       1.22212       2.27813
      0.369589       1.14294      0.581704         2.003
      0.012432      0.172808       1.16992       2.45072
     0.0978369       1.01565       1.30239       1.57834
     0.0323365      0.881817      0.931566      0.940026
             0      0.394333      0.713181       1.80704
      0.101942         1.087      0.656487      0.601593
     0.0246362      0.417176      0.695858      0.780952
     0.0153002      0.436596      0.320088      0.381031
      0.139801      0.317955      0.584878      0.541098
             0     0.0940909      0.121776      0.924463
    0.00702558             0      0.498533       1.23329
      0.114915     0.0795088      0.450808      0.665889
     0.0264751      0.471689      0.296579     0.0397012
      0.128504      0.381747             0      0.422765
      0.211367      0.276172      0.301301      0.232563
      0.173186      0.202642       0.32485      0.561972
     0.0527103      0.260154       1.03007      0.147304
     0.0637565      0.506552      0.296812      0.691078
      0.130686      0.687088      0.977008      0.290671
     0.0226075      0.840812       2.52034      0.115219
             0       1.02523       3.38116       0.30769
             0       1.24808       2.30687      0.727126
      0.250965        1.6502       2.30401      0.198304
    0.00905461       1.97303       2.27079      0.544791
      0.084148       1.44756       2.83628       1.23099
      0.438499      0.408035       3.48852       1.80436
        0.3576      0.717808       2.96659       1.70124
       0.26824       1.00827       3.44143       1.98115
       0.11557      0.787074        3.3761       1.06138
      0.112022      0.503227       1.70861       1.50488
      0.164237      0.919324        2.6042      0.662656
      0.294757       1.39307       2.62209    0.00404552
       0.35081       1.64026       1.69502      0.442671
      0.466162       1.10417        1.0105      0.694476
      0.567255       1.06457      0.430887       1.09536
      0.985232       1.24506      0.777294      0.411468
       0.98988       1.70486      0.756768      0.329763
        1.1089       1.16171      0.599494      0.789362
       1.00506       1.31385      0.801269      0.593026
      0.976532        1.1078      0.756615       1.24759
      0.853065      0.858077      0.351261       1.10155
       1.08947      0.888082       0.48282       1.05953
      0.707173      0.801973      0.850975      0.984249
      0.383604      0.374669       1.51921      0.296013
      0.512332      0.379813      0.196705     0.0731382
      0.577657      0.324286      0.733351      0.340371
      0.615448      0.274692       1.56245      0.968614
      0.643003      0.499231      0.827522       1.42712
      0.643463     0.0979967       1.16897      0.870921
       0.99971      0.914169       1.00223             0
      0.984139       1.01195       1.81951      0.568717
      0.467454       1.36337       2.68654      0.851448
      0.282806       1.38393       2.14884       1.93334
      0.154986       1.11476        3.1105      0.859475
             0      0.723917       4.30322     0.0660837
      0.619957             0       4.76176       1.20429
     0.0385354      0.145247       5.92141      0.339058
             0      0.355854        6.4545      0.151066
      0.634269        0.2292       4.20799       1.40405
       1.03042             0       3.65985       2.84991
       1.27238         0.235       2.36329       4.08979
      0.720682      0.934255       2.76584       3.64249
      0.611657      0.991009       3.50808       2.72846
      0.736812       1.09534       3.31357       2.69672
      0.770509      0.731524       3.02465        2.6253
      0.981032       1.63016       2.64549      0.762933
      0.813184       0.94862       2.49839        1.1643
       1.31614       1.35125       2.55019      0.529069
       1.29046       2.65792       1.94037      0.583585
       1.15669       2.24048       2.77231      0.983918
       1.55715       1.68414       2.28442       2.04522
       1.74582       1.44923       2.50183       2.73918
       1.29843       1.68142       2.79687       2.57864
      0.853943       1.76047       2.43796       2.47134
       1.16762      0.679396       2.23599       3.32958
       1.03505       1.36183       1.13504        2.8361
       1.07072      0.996404       1.82547       2.74371
       1.04971     0.0720485       1.40115       3.03989
       1.08362             0       1.78172       3.61567
       1.17671      0.410208       1.83753       3.83221
       1.19707       1.15291        1.4355       3.26499
       1.18691       1.21764      0.948805       3.18518
       1.26043       1.45141      0.833566       2.70397
       1.46612        1.9515       2.07857       2.63168
       1.53834       2.22884       1.20925       2.81186
       1.69871       3.36429      0.182626       2.40275
       1.60809       3.96516      0.148171       1.41037
       1.46329       2.94529      0.228342       1.84004
       1.66536       2.69306        0.3743       1.39909
         1.557       2.75433      0.910568       0.77044
       2.01183       2.05283       1.28769       1.72389
       2.04411       1.34889        1.7515       1.85105
       1.57218       2.65818       1.00633       2.80363
       1.85492       2.83611       0.58612       2.37346
       1.68444        2.7699      0.701942       2.11359
       1.54407        2.1246      0.612208       2.25177
       1.27199       1.57347      0.176434       3.36243
       1.26386        1.2899      0.427161       3.52322
      0.806356       2.08775       0.70951       2.71152
      0.691567       1.64832      0.236437       4.11943
      0.833186       2.07772      0.155089       2.28367
      0.604134       1.60465      0.505084       2.86741
      0.503396       1.01758             0       3.65648
      0.499647       1.47574      0.252489       2.37544
      0.385957       2.49083      0.232804       1.60579
       0.51206       2.21492     0.0959299       2.49302
      0.468608       2.80353             0        2.0852
      0.574515       1.83597             0       3.15044
      0.522231       1.67972     0.0891218       2.45983
      0.414456       1.83051      0.683617        2.9685
      0.265647        1.8829      0.697177       1.82533
      0.114422      0.725493      0.726969       2.65881
       0.18178      0.631752      0.247486       2.68626
      0.296296       1.88488      0.856594       1.07716
      0.408372       2.02013       1.27423      0.390894
      0.424083      0.791436      0.917859       1.66154
      0.374866      0.989209      0.755469       1.19837
      0.278475       1.69096       1.54749      0.494621
      0.604153       1.37062       1.47687        1.4728
      0.319759        1.1287       1.91195      0.621229
      0.376857      0.841464       2.57421       1.22139
      0.530542       1.25767       1.60764      0.215452
       0.61661       1.36014      0.784952      0.472045
      0.407325       2.17939       1.42419     0.0423471
      0.592636       1.78636       1.38308      0.553681
       0.65784      0.578619       2.77599      0.450541
      0.775106      0.318836       3.50548      0.448865
       1.07561      0.497336       2.64998      0.232521
        1.3879       0.43771       1.85672      0.778777
      0.973377     0.0933128       1.71628        1.3645
      0.817948       0.59248       2.23469      0.485718
      0.470569      0.147164        1.5624      0.940207
      0.334485      0.303849       1.62622      0.984781
      0.437661     0.0825712       1.82369       1.53655
      0.700977       1.17739      0.452489        1.5533
      0.538991        1.4299      0.781083       1.24227
      0.471789       1.81166             0      0.685897
      0.345159       1.59578      0.452886      0.978439
      0.529881        1.8116      0.121788       1.34047
      0.519387       1.10853      0.439884       2.66619
      0.493446       1.00241    0.00757801       2.39944
      0.525799       2.16794      0.483901       2.13812
      0.453842       2.63079      0.550795      0.821073
      0.575758       3.47071       0.23874       0.47935
      0.519838       4.18737      0.679325     0.0425267
      0.499098       3.55055       1.43291       1.06781
      0.662726       2.50434       1.92615      0.741487
      0.574063       1.13052       2.86999       2.04298
      0.407436      0.157083        3.6882       2.63991
      0.502824      0.390914       3.58025       2.11623
      0.169112       1.08402       3.64088       2.01857
      0.378327      0.113637       3.88031        3.1516
      0.254197       1.26814       2.85362       1.92525
      0.329862       1.16066       2.14582       1.70145
      0.251009       1.09344       1.23282       2.36398
      0.125537       1.79369       1.15836       1.58187
      0.118704       2.06353      0.987431        1.5065
     0.0799369       1.99271      0.640768       1.49291
      0.158487       2.40937      0.723899       1.19851
      0.119249       1.83325      0.179627       1.81139
      0.159779       2.04511       0.54798      0.929552
       0.22469       2.50161       1.11835      0.312965
     0.0983929       2.36003      0.435573       0.62873
      0.058947         2.156       1.23812       1.08561
     0.0299291       1.63018       1.77591      0.879875
      0.377274       1.60718      0.941533      0.964416
      0.369566       0.78498       0.92365        1.8086
